Data,Competição,Hora,Minuto,Times,Ambos Marcam
29/11/2025,Premiere League,20,3,Southampton x West Ham,Sim
29/11/2025,Premiere League,20,6,Brentford x Liverpool,Sim
29/11/2025,Premiere League,20,9,Aston x Tottenham,Não
29/11/2025,Premiere League,20,12,Chelsea x Islington,Não
29/11/2025,Premiere League,20,15,Tottenham x Aston,Não
29/11/2025,Premiere League,20,18,Palace x Everton,Sim
29/11/2025,Premiere League,20,21,Leicester x United,Não
29/11/2025,Premiere League,20,24,Tottenham x Watford,Não
29/11/2025,Premiere League,20,27,Palace x Aston,Não
29/11/2025,Premiere League,20,30,Leeds x Southampton,Não
29/11/2025,Premiere League,20,33,Palace x Wolverhampton,Sim
29/11/2025,Premiere League,20,36,Chelsea x Brentford,Sim
29/11/2025,Premiere League,20,39,Burnley x Palace,Não
29/11/2025,Premiere League,20,42,Chelsea x Leeds,Não
29/11/2025,Premiere League,20,45,Wolverhampton x Burnley,Não
29/11/2025,Premiere League,20,48,Islington x Southampton,Sim
29/11/2025,Premiere League,20,51,Chelsea x Watford,Sim
29/11/2025,Premiere League,20,54,Norwich x Newcastle,Sim
29/11/2025,Premiere League,20,57,Islington x West Ham,Não
29/11/2025,Premiere League,21,1,Newcastle x Norwich,
29/11/2025,Copa do Mundo,19,58,Austrália x México,Sim
29/11/2025,Copa do Mundo,20,1,Inglaterra x Coreia do Sul,Não
29/11/2025,Copa do Mundo,20,4,Países Baixos x País de Gales,Sim
29/11/2025,Copa do Mundo,20,7,Irã x Espanha,Não
29/11/2025,Euro Cup,21,2,Eslováquia x Inglaterra,Sim
29/11/2025,Euro Cup,21,5,Bélgica x Hungria,Não
29/11/2025,Premiere League,21,1,Newcastle x Norwich,Não
29/11/2025,Premiere League,21,3,Chelsea x Liverpool,Não
29/11/2025,Premiere League,21,6,Wolverhampton x Watford,Sim
29/11/2025,Copa do Mundo,20,10,Polônia x Gana,Sim
29/11/2025,Copa do Mundo,20,13,Canadá x Senegal,Não
29/11/2025,Copa do Mundo,20,16,Croácia x Espanha,Sim
29/11/2025,Copa do Mundo,20,19,Senegal x Países Baixos,Sim
29/11/2025,Copa do Mundo,20,22,Inglaterra x Gana,Não
29/11/2025,Copa do Mundo,20,25,Irã x Suíça,Não
29/11/2025,Copa do Mundo,20,28,Coreia do Sul x Camarões,Sim
29/11/2025,Copa do Mundo,20,31,Portugal x Brasil,Sim
29/11/2025,Copa do Mundo,20,34,Dinamarca x Equador,Não
29/11/2025,Copa do Mundo,20,37,Espanha x Costa Rica,Sim
29/11/2025,Copa do Mundo,20,40,Camarões x Portugal,Sim
29/11/2025,Copa do Mundo,20,43,Croácia x Bélgica,Sim
29/11/2025,Copa do Mundo,20,46,México x Canadá,Não
29/11/2025,Copa do Mundo,20,49,Croácia x Irã,Não
29/11/2025,Copa do Mundo,20,52,Coreia do Sul x Sérvia,Não
29/11/2025,Copa do Mundo,20,55,Irã x Brasil,Sim
29/11/2025,Copa do Mundo,20,58,México x País de Gales,Sim
29/11/2025,Copa do Mundo,21,1,Espanha x Croácia,Sim
29/11/2025,Copa do Mundo,21,4,Suíça x França,Não
29/11/2025,Copa do Mundo,21,7,Bélgica x Tunísia,Não
29/11/2025,Euro Cup,21,8,Dinamarca x Geórgia,Não
29/11/2025,Euro Cup,21,11,Portugal x Hungria,Sim
29/11/2025,Euro Cup,21,14,Croácia x Albânia,Sim
29/11/2025,Euro Cup,21,17,Sérvia x Ucrânia,Sim
29/11/2025,Euro Cup,21,20,Bélgica x Eslovênia,Sim
29/11/2025,Euro Cup,21,23,República Tcheca x Polônia,Não
29/11/2025,Euro Cup,21,26,França x Suíça,Sim
29/11/2025,Euro Cup,21,29,República Tcheca x Eslovênia,Sim
29/11/2025,Euro Cup,21,32,Países Baixos x Bélgica,Sim
29/11/2025,Euro Cup,21,35,Áustria x Romênia,Não
29/11/2025,Euro Cup,21,38,Dinamarca x Itália,Sim
29/11/2025,Euro Cup,21,41,Geórgia x Ucrânia,Não
29/11/2025,Euro Cup,21,44,Turquia x Espanha,Sim
29/11/2025,Euro Cup,21,47,República Tcheca x Portugal,Sim
29/11/2025,Euro Cup,21,50,Espanha x Áustria,Sim
29/11/2025,Euro Cup,21,53,Albânia x Itália,Sim
29/11/2025,Euro Cup,21,56,Espanha x Polônia,Sim
29/11/2025,Euro Cup,21,59,França x Áustria,Não
29/11/2025,Euro Cup,22,2,Inglaterra x Sérvia,Sim
29/11/2025,Euro Cup,22,5,Países Baixos x Áustria,Não
29/11/2025,Euro Cup,22,8,Albânia x Portugal,Sim
29/11/2025,Euro Cup,22,11,Inglaterra x Eslovênia,Sim
29/11/2025,Euro Cup,22,14,Polônia x Portugal,Sim
29/11/2025,Euro Cup,22,17,Bélgica x Itália,Sim
29/11/2025,Euro Cup,22,20,Geórgia x Espanha,Sim
29/11/2025,Euro Cup,22,23,Itália x Sérvia,Não
29/11/2025,Premiere League,21,9,Norwich x Tottenham,Não
29/11/2025,Premiere League,21,12,Leicester x Everton,Não
29/11/2025,Premiere League,21,15,Norwich x Southampton,Não
29/11/2025,Premiere League,21,18,Palace x West Ham,Sim
29/11/2025,Premiere League,21,21,Chelsea x Burnley,Sim
29/11/2025,Premiere League,21,24,Palace x Southampton,Sim
29/11/2025,Premiere League,21,27,Tottenham x Chelsea,Sim
29/11/2025,Premiere League,21,30,West Ham x Everton,Sim
29/11/2025,Premiere League,21,33,Aston x Wolverhampton,Não
29/11/2025,Premiere League,21,36,Southampton x Watford,Sim
29/11/2025,Premiere League,21,39,Leeds x Brentford,Não
29/11/2025,Premiere League,21,42,United x Palace,Sim
29/11/2025,Premiere League,21,45,Tottenham x Burnley,Sim
29/11/2025,Premiere League,21,48,Chelsea x City,Sim
29/11/2025,Premiere League,21,51,Everton x Wolverhampton,Não
29/11/2025,Premiere League,21,54,Liverpool x City,Não
29/11/2025,Premiere League,21,57,Brentford x Watford,Não
29/11/2025,Premiere League,22,1,Wolverhampton x United,Não
29/11/2025,Premiere League,22,3,Tottenham x Palace,Não
29/11/2025,Premiere League,22,6,Leeds x Liverpool,Sim
29/11/2025,Premiere League,22,9,Brighton x Newcastle,Sim
29/11/2025,Premiere League,22,12,Tottenham x Wolverhampton,Não
29/11/2025,Premiere League,22,15,Brighton x Palace,Não
29/11/2025,Premiere League,22,18,Aston x Brentford,Não
29/11/2025,Premiere League,22,21,Everton x Watford,Não
29/11/2025,Premiere League,22,24,Leeds x Chelsea,Sim
29/11/2025,Sul Americano,19,1,Penarol x Bogota,Sim
29/11/2025,Sul Americano,19,4,Medellin x Quito,Sim
29/11/2025,Sul Americano,19,7,Bogota x Santos,Não
29/11/2025,Sul Americano,19,10,Guayaquil x Buenos Aires,Sim
29/11/2025,Sul Americano,19,13,La Plata x Lima,Sim
29/11/2025,Sul Americano,19,16,Penarol x Santos,Não
29/11/2025,Sul Americano,19,19,Lima x La Plata,Não
29/11/2025,Sul Americano,19,22,Rio de Janeiro x Guayaquil,Não
29/11/2025,Sul Americano,19,25,Asuncion x Agua Branca,Não
29/11/2025,Sul Americano,19,28,Santiago x Sao Paulo,Sim
29/11/2025,Sul Americano,19,31,Medellin x Bogota,Não
29/11/2025,Sul Americano,19,34,Itaquera x La Boca,Sim
29/11/2025,Sul Americano,19,37,Guayaquil x Belo Horizonte,Não
29/11/2025,Sul Americano,19,40,Agua Branca x Asuncion,Sim
29/11/2025,Sul Americano,19,43,Itaquera x Guayaquil,Sim
29/11/2025,Sul Americano,19,46,Penarol x Santiago,Sim
29/11/2025,Sul Americano,19,49,Montevideo x Sao Paulo,Sim
29/11/2025,Sul Americano,19,52,La Plata x La Boca,Sim
29/11/2025,Sul Americano,19,55,Itaquera x Penarol,Não
29/11/2025,Sul Americano,19,58,Buenos Aires x Asuncion,Sim
29/11/2025,Sul Americano,20,1,Guayaquil x Santos,Não
29/11/2025,Sul Americano,20,4,Sao Paulo x Buenos Aires,Não
29/11/2025,Sul Americano,20,7,Quito x Guayaquil,Não
29/11/2025,Sul Americano,20,10,Agua Branca x Santiago,Não
29/11/2025,Sul Americano,20,13,Lima x Bogota,Não
29/11/2025,Sul Americano,20,16,Santos x La Boca,Sim
29/11/2025,Sul Americano,20,19,Rio de Janeiro x Lima,Sim
29/11/2025,Sul Americano,20,22,Bogota x Santiago,Sim
29/11/2025,Sul Americano,20,25,Guayaquil x Avellaneda,Não
29/11/2025,Sul Americano,20,28,Quito x Bogota,Não
29/11/2025,Sul Americano,20,31,Porto Alegre x Asuncion,Não
29/11/2025,Sul Americano,20,34,Medellin x Itaquera,Não
29/11/2025,Sul Americano,20,37,Rio de Janeiro x Montevideo,Não
29/11/2025,Sul Americano,20,40,Porto Alegre x Guayaquil,Não
29/11/2025,Sul Americano,20,43,Penarol x Belo Horizonte,Sim
29/11/2025,Sul Americano,20,46,Guayaquil x Quito,Sim
29/11/2025,Sul Americano,20,49,Agua Branca x Porto Alegre,Sim
29/11/2025,Sul Americano,20,52,Santiago x Montevideo,Sim
29/11/2025,Sul Americano,20,55,Santos x La Plata,Não
29/11/2025,Sul Americano,20,58,Bogota x Porto Alegre,Não
29/11/2025,Sul Americano,21,1,Santos x Guayaquil,Não
29/11/2025,Sul Americano,21,4,Agua Branca x Buenos Aires,Sim
29/11/2025,Sul Americano,21,7,La Boca x Avellaneda,Não
29/11/2025,Sul Americano,21,10,Sao Paulo x Santos,Sim
29/11/2025,Sul Americano,21,13,Quito x La Plata,Não
29/11/2025,Sul Americano,21,16,Belo Horizonte x La Boca,Sim
29/11/2025,Sul Americano,21,19,Medellin x Avellaneda,Não
29/11/2025,Sul Americano,21,24,Palace x Southampton,Sim
29/11/2025,Sul Americano,21,27,Tottenham x Chelsea,Sim
29/11/2025,Sul Americano,21,30,West Ham x Everton,Sim
29/11/2025,Sul Americano,21,33,Aston x Wolverhampton,Não
29/11/2025,Sul Americano,21,36,Southampton x Watford,Sim
29/11/2025,Sul Americano,21,39,Leeds x Brentford,Não
29/11/2025,Sul Americano,21,42,United x Palace,Sim
29/11/2025,Sul Americano,21,45,Tottenham x Burnley,Sim
29/11/2025,Sul Americano,21,48,Chelsea x City,Sim
29/11/2025,Sul Americano,21,51,Everton x Wolverhampton,Não
29/11/2025,Sul Americano,21,54,Liverpool x City,Não
29/11/2025,Sul Americano,21,57,Brentford x Watford,Não
29/11/2025,Sul Americano,22,1,Wolverhampton x United,Não
29/11/2025,Sul Americano,22,3,Tottenham x Palace,Não
29/11/2025,Sul Americano,22,6,Leeds x Liverpool,Sim
29/11/2025,Sul Americano,22,9,Brighton x Newcastle,Sim
29/11/2025,Sul Americano,22,12,Tottenham x Wolverhampton,Não
29/11/2025,Sul Americano,22,15,Brighton x Palace,Não
29/11/2025,Sul Americano,22,18,Aston x Brentford,Não
29/11/2025,Sul Americano,22,21,Everton x Watford,Não
29/11/2025,Sul Americano,22,24,Leeds x Chelsea,Sim
29/11/2025,Copa do Mundo,21,10,França x Irã,Não
29/11/2025,Copa do Mundo,21,13,Dinamarca x Camarões,Sim
29/11/2025,Copa do Mundo,21,16,Equador x Uruguai,Não
29/11/2025,Copa do Mundo,21,19,Qatar x Países Baixos,Sim
29/11/2025,Copa do Mundo,21,22,Arábia Saudita x Suíça,Sim
29/11/2025,Copa do Mundo,21,25,Sérvia x Croácia,Sim
29/11/2025,Copa do Mundo,21,28,Bélgica x Espanha,Sim
29/11/2025,Copa do Mundo,21,31,Austrália x Croácia,Sim
29/11/2025,Copa do Mundo,21,34,Portugal x Alemanha,Não
29/11/2025,Copa do Mundo,21,37,Espanha x Brasil,Não
29/11/2025,Copa do Mundo,21,40,Uruguai x Alemanha,Sim
29/11/2025,Euro Cup,22,26,Áustria x Espanha,Sim
29/11/2025,Euro Cup,22,29,República Tcheca x Bélgica,Sim
29/11/2025,Euro Cup,22,32,Alemanha x Eslováquia,Sim
29/11/2025,Premiere League,22,27,Newcastle x Leicester,Sim
29/11/2025,Premiere League,22,30,City x Brentford,Sim
29/11/2025,Sul Americano,21,22,Itaquera x Buenos Aires,Não
29/11/2025,Sul Americano,21,25,Montevideo x Porto Alegre,Sim
29/11/2025,Sul Americano,21,28,Agua Branca x Itaquera,Sim
29/11/2025,Sul Americano,21,31,Penarol x Porto Alegre,Não
29/11/2025,Sul Americano,21,34,Avellaneda x Rio de Janeiro,Sim
29/11/2025,Sul Americano,21,37,Itaquera x Santos,Não
29/11/2025,Sul Americano,21,40,Santiago x Rio de Janeiro,Não
29/11/2025,Sul Americano,21,43,Santos x Montevideo,Não
29/11/2025,Sul Americano,21,46,Bogota x La Boca,Sim
29/11/2025,Sul Americano,21,49,Lima x Porto Alegre,Sim
29/11/2025,Sul Americano,22,1,Wolverhampton x United,Não
29/11/2025,Sul Americano,22,3,Tottenham x Palace,Não
29/11/2025,Sul Americano,22,6,Leeds x Liverpool,Sim
29/11/2025,Sul Americano,22,9,Brighton x Newcastle,Sim
29/11/2025,Sul Americano,22,27,Newcastle x Leicester,Sim
29/11/2025,Sul Americano,22,30,City x Brentford,Sim
29/11/2025,Copa do Mundo,21,43,Japão x Suíça,Não
29/11/2025,Copa do Mundo,21,46,Tunísia x Argentina,Sim
29/11/2025,Copa do Mundo,21,49,Canadá x México,Sim
29/11/2025,Copa do Mundo,21,52,Portugal x Bélgica,Sim
29/11/2025,Copa do Mundo,21,55,Marrocos x Senegal,Não
29/11/2025,Copa do Mundo,21,58,Portugal x Sérvia,Sim
29/11/2025,Copa do Mundo,22,1,Argentina x Bélgica,Sim
29/11/2025,Copa do Mundo,22,4,Canadá x Brasil,Sim
29/11/2025,Euro Cup,22,35,Croácia x Time2,Sim
29/11/2025,Euro Cup,22,38,Sérvia x Time2,Não
29/11/2025,Euro Cup,22,41,Geórgia x Time2,Sim
29/11/2025,Euro Cup,22,44,França x Time2,Não
29/11/2025,Premiere League,22,33,Islington x Time2,Sim
29/11/2025,Premiere League,22,36,Watford x Time2,Não
29/11/2025,Premiere League,22,39,Chelsea x Time2,Não
29/11/2025,Premiere League,22,42,Newcastle x Time2,Não
29/11/2025,Premiere League,22,45,Leicester x Time2,Não
29/11/2025,Sul Americano,21,52,Penarol x Time2,Não
29/11/2025,Sul Americano,21,55,Santos x Time2,Sim
29/11/2025,Sul Americano,21,58,Itaquera x Time2,Sim
29/11/2025,Sul Americano,22,1,Santiago x Time2,Não
29/11/2025,Sul Americano,22,4,Bogota x Time2,Sim
29/11/2025,Sul Americano,22,7,Asuncion x Time2,Não
29/11/2025,Sul Americano,22,10,Porto Alegre x Time2,Não
29/11/2025,Sul Americano,22,13,La Boca x Time2,Sim
29/11/2025,Sul Americano,22,16,Asuncion x Time2,Não
29/11/2025,Sul Americano,22,19,Rio de Janeiro x Time2,Sim
29/11/2025,Sul Americano,22,22,Guayaquil x Time2,Sim
29/11/2025,Sul Americano,22,25,Lima x Time2,Não
29/11/2025,Sul Americano,22,28,Asuncion x Time2,Sim
29/11/2025,Sul Americano,22,31,Avellaneda x Time2,Sim
29/11/2025,Sul Americano,22,34,Bogota x Time2,Não
29/11/2025,Sul Americano,22,37,Avellaneda x Time2,Não
29/11/2025,Sul Americano,22,40,Belo Horizonte x Time2,Sim
29/11/2025,Sul Americano,22,43,Quito x Time2,Não
29/11/2025,Sul Americano,22,46,Bogota x Time2,Sim
29/11/2025,Copa do Mundo,22,7,Equador x Time2,Não
29/11/2025,Copa do Mundo,22,10,Gana x Time2,Sim
29/11/2025,Copa do Mundo,22,13,Qatar x Time2,Sim
29/11/2025,Copa do Mundo,22,16,Marrocos x Time2,Não
29/11/2025,Copa do Mundo,22,19,Coreia do Sul x Time2,Não
29/11/2025,Copa do Mundo,22,22,Tunísia x Time2,Não
29/11/2025,Copa do Mundo,22,25,Alemanha x Time2,Não
29/11/2025,Copa do Mundo,22,28,Qatar x Time2,Não
29/11/2025,Copa do Mundo,22,31,México x Time2,Não
29/11/2025,Copa do Mundo,22,34,Brasil x Time2,Não
29/11/2025,Copa do Mundo,22,37,Equador x Time2,Não
29/11/2025,Copa do Mundo,22,40,Uruguai x Time2,Sim
29/11/2025,Copa do Mundo,22,43,Espanha x Time2,Sim
29/11/2025,Copa do Mundo,22,46,Argentina x Time2,Sim
29/11/2025,Euro Cup,22,47,Itália x Time2,Não
29/11/2025,Euro Cup,22,50,França x Time2,Sim
29/11/2025,Euro Cup,22,53,Suíça x Time2,Sim
29/11/2025,Premiere League,22,48,City x Time2,Sim
29/11/2025,Premiere League,22,51,Southampton x Time2,Sim
29/11/2025,Premiere League,22,54,Islington x Time2,Não
29/11/2025,Sul Americano,22,49,Rio de Janeiro x Time2,Sim
29/11/2025,Copa do Mundo,22,49,Polônia x Time2,Não
29/11/2025,Copa do Mundo,22,52,Japão x Time2,Não
29/11/2025,Premiere League,20,1,Newcastle x Time2,Sim
29/11/2025,Premiere League,21,1,Norwich x Time2,Não
29/11/2025,Premiere League,22,1,United x Time2,Não
29/11/2025,Euro Cup,22,56,Geórgia x Time2,Sim
29/11/2025,Euro Cup,22,59,Eslovênia x Time2,Não
29/11/2025,Euro Cup,23,2,Croácia x Time2,Não
29/11/2025,Premiere League,22,57,Chelsea x Time2,Sim
29/11/2025,Premiere League,23,1,Tottenham x Time2,Não
29/11/2025,Premiere League,23,3,United x Time2,Não
29/11/2025,Sul Americano,22,52,Agua Branca x Time2,Não
29/11/2025,Sul Americano,22,55,Santos x Time2,Não
29/11/2025,Sul Americano,22,58,Lima x Time2,Sim
29/11/2025,Sul Americano,23,1,Montevideo x Time2,Não
29/11/2025,Copa do Mundo,22,55,Coreia do Sul x Time2,Sim
29/11/2025,Copa do Mundo,22,58,Irã x Time2,Não
29/11/2025,Copa do Mundo,23,1,Uruguai x Time2,Não
29/11/2025,Copa do Mundo,23,4,Equador x Time2,Não
29/11/2025,Euro Cup,23,5,Bélgica x Time2,Não
29/11/2025,Euro Cup,23,8,Croácia x Time2,Não
29/11/2025,Euro Cup,23,11,Albânia x Time2,Sim
29/11/2025,Premiere League,20,0,Newcastle x Time2,Sim
29/11/2025,Premiere League,21,0,Norwich x Time2,Não
29/11/2025,Premiere League,22,0,United x Time2,Não
29/11/2025,Premiere League,23,0,Tottenham x Time2,Não
29/11/2025,Premiere League,23,6,Everton x Time2,Não
29/11/2025,Premiere League,23,9,Burnley x Time2,Não
29/11/2025,Sul Americano,23,7,Bogota x Time2,Não
29/11/2025,Sul Americano,23,10,Lima x Time2,Sim
29/11/2025,Sul Americano,23,13,La Boca x Time2,Sim
29/11/2025,Copa do Mundo,23,7,Costa Rica x Time2,Não
29/11/2025,Copa do Mundo,23,10,Espanha x Time2,Não
29/11/2025,Copa do Mundo,23,13,Canadá x Time2,Não
